Name,URL,Volume,Ring,Quadrant,shorturl,Description
Operator pattern for nonclustered resources,https://www.thoughtworks.com/radar/techniques/operator-pattern-for-nonclustered-resources,Mar-22,Assess,Techniques,https://tinyurl.com/2n7hlt3u,"We're continuing to see increasing use of the  Kubernetes Operator  pattern for purposes other than managing applications deployed on the cluster. Using the  Operator pattern for nonclustered resources  takes advantage of custom resource definitions and the event-driven scheduling mechanism implemented in the Kubernetes control plane to manage activities that are related to yet outside of the cluster. This technique builds on the idea of  Kube-managed cloud services  and extends it to other activities, such as continuous deployment or reacting to changes in external repositories. One advantage of this technique over a purpose-built tool is that it opens up a wide range of tools that either come with Kubernetes or are part of the wider ecosystem. You can use commands such as diff, dry-run or apply to interact with the operator's custom resources. Kube's scheduling mechanism makes development easier by eliminating the need to orchestrate activities in the proper order. Open-source tools such as  Crossplane ,  Flux  and  Argo CD  take advantage of this technique, and we expect to see more of these emerge over time. Although these tools have their use cases, we're also starting to see the inevitable misuse and overuse of this technique and need to repeat some old advice: Just because you  can  do something with a tool doesn't mean you  should . Be sure to rule out simpler, conventional approaches before creating a custom resource definition and taking on the complexity that comes with this approach."
Pactflow,https://www.thoughtworks.com/radar/tools/pactflow,Mar-22,Trial,Tools,https://tinyurl.com/2lxqbbhc,"We've used  Pact  for contract testing long enough to see some of the complexity that comes with scale. Some of our teams have successfully used  Pactflow  to reduce that friction. Pactflow runs both as software as a service and as an on-prem deployment with the same features as the SaaS offering, and it adds improved usability, security and auditing on top of the open-source Pact Broker offering. We've been pleased with our use so far and are happy to see continued effort to remove some of the overhead of managing contract testing at scale."
Podman,https://www.thoughtworks.com/radar/tools/podman,Mar-22,Trial,Tools,https://tinyurl.com/2mx46z5b,"As an alternative to  Docker ,  Podman  has been validated by many of our teams. Podman introduces a daemonless engine for managing and running containers which is an interesting approach in comparison to what Docker does. Additionally, Podman can be easily run as a normal user  without requiring root privileges , which reduces the attack surface. By using either  Open Container Initiative  (OCI) images built by  Buildah  or Docker images, Podman can be adapted to most container use cases. Apart from some compatibility issues with macOS, our team has had generally good experiences with Podman on Linux distributions."
Production data in test environments,https://www.thoughtworks.com/radar/techniques/production-data-in-test-environments,Mar-22,Hold,Techniques,https://tinyurl.com/2z8lshfn,"We continue to perceive  production data in test environments  as an area for concern. Firstly, many examples of this have resulted in reputational damage, for example, where an incorrect alert has been sent from a test system to an entire client population. Secondly, the level of security, specifically around protection of private data, tends to be less for test systems. There is little point in having elaborate controls around access to production data if that data is copied to a test database that can be accessed by every developer and QA. Although you  can  obfuscate the data, this tends to be applied only to specific fields, for example, credit card numbers. Finally, copying production data to test systems can break privacy laws, for example, where test systems are hosted or accessed from a different country or region. This last scenario is especially problematic with complex cloud deployments. Fake data is a safer approach, and tools exist to help in its creation. We do recognize there are reasons for  specific  elements of production data to be copied, for example, in the reproduction of bugs or for training of specific ML models. Here our advice is to proceed with caution."
Remix,https://www.thoughtworks.com/radar/languages-and-frameworks/remix,Mar-22,Assess,Languages & Frameworks,https://tinyurl.com/2j6l4gu2,"We witnessed the migration from server-side rendering website to single-page application in the browser, now the pendulum of web development seems to swing back to the middle.  Remix  is one such example. It's a full-stack JavaScript framework. It provides fast page loads by leveraging distributed systems and native browsers instead of clumsy static builds. It has made some optimizations on nested routing and page loading, which makes page rendering seem especially fast. Many people will compare Remix with  Next.js , which is similarly positioned. We're glad to see such frameworks cleverly combining the browser run time with the server run time to provide a better user experience."
Rethinking remote standups,https://www.thoughtworks.com/radar/techniques/rethinking-remote-standups,Mar-22,Trial,Techniques,https://tinyurl.com/2ewpln87,"The term  standup  originated from the idea of standing up during this daily sync meeting, with the goal of making it short. It's a common principle many teams try to abide by in their standups: keep it crisp and to the point. But we're now seeing teams challenge that principle and  rethinking remote standups . When co-located, there are lots of opportunities during the rest of the day to sync up with each other spontaneously, as a complement to the short standup. Remotely, some of our teams are now experimenting with a longer meeting format, similar to what the folks at Honeycomb call a “ meandering team sync .”"
Reusable workflows in Github Actions,https://www.thoughtworks.com/radar/platforms/reusable-workflows-in-github-actions,Mar-22,Trial,Platforms,https://tinyurl.com/2p6uyngt,"We've seen increased interest in  GitHub Actions  since we first blipped it two Radars ago. With the release of  reusable workflows , GitHub continues to evolve the product in a way that addresses some of its early shortcomings.  Reusable workflows in Github Actions  bring modularity to pipeline design, allowing parameterized reuse even across repositories (as long as the workflow repository is public). They support explicit passing of confidential values as secrets and can pass outputs to the calling job. With a few lines of YAML, GitHub Actions now gives you the type of flexibility you see with  CircleCI  Orbs or  Azure Pipeline Templates , but without having to leave GitHub as a platform."
Sealed Secrets,https://www.thoughtworks.com/radar/platforms/sealed-secrets,Mar-22,Trial,Platforms,https://tinyurl.com/2jwbvze5,"Kubernetes  natively supports a key-value object known as a secret. However, by default, Kubernetes secrets aren't really secret. They're handled separately from other key-value data so that precautions or access control can be applied separately. There is support for encrypting secrets before they are stored in  etcd , but the secrets start out as plain text fields in configuration files.  Sealed Secrets  is a combination operator and command-line utility that uses asymmetric keys to encrypt secrets so that they can only be decrypted by the controller in the cluster. This process ensures that the secrets won't be compromised while they sit in the configuration files that define a Kubernetes deployment. Once encrypted, these files can be safely shared or stored alongside other deployment artifacts."
Service mesh without sidecar,https://www.thoughtworks.com/radar/techniques/service-mesh-without-sidecar,Mar-22,Assess,Techniques,https://tinyurl.com/2pzrumau,"Service mesh  is usually implemented as a reverse-proxy process, aka sidecar, deployed alongside each service instance. Although these sidecars are lightweight processes, the overall cost and operational complexity of adopting service mesh increases with every new instance of the service requiring another sidecar. However, with the advancements in  eBPF , we're observing a new  service mesh without sidecar  approach where the functionalities of the mesh are safely pushed down to the OS kernel, thereby enabling services in the same node to communicate transparently via sockets without the need of additional proxies. You can try this with  Cilium service mesh  and simplify the deployment from one proxy-per-service to one proxy-per-node. We're intrigued by the capabilities of eBPF and find this evolution of service mesh to be important to assess."
ShedLock,https://www.thoughtworks.com/radar/languages-and-frameworks/shedlock,Mar-22,Assess,Languages & Frameworks,https://tinyurl.com/2z6s6u64,"Executing a scheduled task once and only once in a cluster of distributed processors is a relatively common requirement. For example, the situation might arise when ingesting a batch of data, sending a notification or performing some regular cleanup activity. But this is a notoriously difficult problem. How does a group of processes cooperate reliably over laggy and less reliable networks? Some kind of locking mechanism is required to coordinate actions across the cluster. Fortunately, a variety of distributed stores can implement a lock. Systems like  ZooKeeper  and  Consul  as well as databases such as DynamoDB or  Couchbase  have the necessary underlying mechanisms to manage consensus across the cluster.  ShedLock  is a small library for taking advantage of these providers in your own Java code, if you're looking to implement your own scheduled tasks. It provides an API for acquiring and releasing locks as well as connectors to a wide variety of lock providers. If you're writing your own distributed tasks but don't want to take on the complexity of an entire orchestration platform like  Kubernetes , ShedLock is worth a look."
Single team remote wall,https://www.thoughtworks.com/radar/techniques/single-team-remote-wall,Mar-22,Adopt,Techniques,https://tinyurl.com/2jp4tb28,"A  single team remote wall  is a simple technique to reintroduce the team wall virtually. We recommend that distributed teams adopt this approach; one of the things we hear from teams who moved to remote working is that they miss having the physical team wall. This was a single place where all the various story cards, tasks, status and progress could be displayed, acting as an information radiator and hub for the team. The wall acted as an integration point with the actual data being stored in different systems. As teams have become remote, they've had to revert to looking into the individual source systems and getting an ""at a glance"" view of a project has become very difficult. While there might be some overhead in keeping this up-to-date, we feel the benefits to the team are worth it. For some teams, updating the physical wall formed part of the daily ""ceremonies"" the team did together, and the same can be done with a remote wall."
skopeo,https://www.thoughtworks.com/radar/tools/skopeo,Mar-22,Assess,Tools,https://tinyurl.com/2qzgb6ba,"skopeo  is a command line utility that performs various operations on container images and image repositories. It doesn't require a user to be root to do most of its operations nor does it require a daemon to be running. It's a useful part of a CI pipeline; we've used it to copy images from one registry to another as we promote the images. It's better than doing a pull and a push as we don't need to store the images locally. It's not a new tool, but it's useful enough and underutilized that we felt it's worth calling it out."
Sourcegraph,https://www.thoughtworks.com/radar/tools/sourcegraph,Mar-22,Trial,Tools,https://tinyurl.com/2hacoxu5,"In our previous Radar, we featured two tools that search and replace code using an abstract syntax tree (AST) representation,  Comby  and  Sourcegraph . Although they share some similarities, they also differ in several ways. Sourcegraph is a commercial tool (with a 10-user free tier). It's particularly suited for searching, navigating or cross-referencing in large codebases, with an emphasis on an interactive developer experience. In contrast, Comby is a lightweight open-source command-line tool for automating repetitive tasks. Because Sourcegraph is a hosted service, it also has the ability to continuously monitor code bases and send alerts when a match occurs. Now that we've gained more experience with Sourcegraph, we decided to move it into the Trial ring to reflect our positive experience "" which doesn't mean that Sourcegraph is better than Comby. Each tool focuses on a different niche."
SpiceDB,https://www.thoughtworks.com/radar/languages-and-frameworks/spicedb,Mar-22,Assess,Languages & Frameworks,https://tinyurl.com/2drje4qr,"SpiceDB  is a database system, inspired by Google's  Zanzibar , for managing application permissions. With SpiceDB, you create a schema to model the permissions requirements and use the  client library  to apply the schema to one of the  supported databases , insert data and query to efficiently answer questions like ""Does this user have access to this resource?"" or even the inverse ""What are all the resources this user has access to?"" We usually advocate separating the authorization policies from code, but SpiceDB takes it a step further by separating data from the policy and storing it as a graph to efficiently answer authorization queries. Because of this separation, you have to ensure that the changes in your application's primary data store are reflected in SpiceDB. Among other Zanzibar-inspired implementations, we find SpiceDB to be an interesting framework to assess for your authorization needs."
sqlc,https://www.thoughtworks.com/radar/languages-and-frameworks/sqlc,Mar-22,Assess,Languages & Frameworks,https://tinyurl.com/2qv67bju,"sqlc  is a compiler that generates type-safe idiomatic Go code from SQL. Unlike other approaches based on object-relational mapping (ORM), you continue to write plain SQL for your needs. Once invoked, sqlc checks the correctness of the SQL and generates performant Go code, which can be directly called from the rest of the application. With stable support for both PostgreSQL and MySQL, sqlc is worth a look, and we encourage you to assess it."
SQLFluff,https://www.thoughtworks.com/radar/tools/sqlfluff,Mar-22,Assess,Tools,https://tinyurl.com/2lcmw99p,"While linting is an ancient practice in the software world, it's had slower adoption in the data world.  SQLFluff  is a cross-dialect SQL linter written in Python that ships with a simple command line interface (CLI), making it easy to incorporate into a CI/CD pipeline. If you're comfortable with the default conventions, then SQLFluff works without any additional configuration after installing it and will enforce a strongly opinionated set of formatting standards; setting your own conventions involves adding a configuration dotfile. The CLI can automatically fix certain classes of violations that involve formatting concerns like whitespace or uppercasing of keywords. SQLFluff is still new, but we're excited to see SQL getting some attention in the linting world."
SwiftUI,https://www.thoughtworks.com/radar/languages-and-frameworks/swiftui,Mar-22,Adopt,Languages & Frameworks,https://tinyurl.com/2julc547,"When Apple introduced  SwiftUI  a few years ago, it was a big step forward for implementing user interfaces on all kinds of devices made by Apple. From the beginning, we liked the declarative, code-centric approach and the reactive programming model provided by  Combine . We did notice, though, that writing a lot of view tests, which you still need with a model""view""viewmodel (MVVM) pattern, was not really sensible with the XCUITest automation framework provided by Apple. This gap has been closed by  ViewInspector . A final hurdle was the minimum OS version required. At the time of release, only the very latest versions of iOS and macOS could run applications written with SwiftUI, but because of Apple's regular cadence of updates, SwiftUI apps can now run on practically all versions of macOS and iOS that receive security updates."
Syft,https://www.thoughtworks.com/radar/tools/syft,Mar-22,Trial,Tools,https://tinyurl.com/2gwt89fl,"One of the key elements of improving ""supply chain security"" is using a  Software Bill of Materials (SBOM) , which is why publishing an SBOM along with the software artifact is increasingly important.  Syft  is a CLI tool and Go library for generating an SBOM from container images and file systems. It can generate the SBOM output in multiple formats, including JSON,  CycloneDX  and SPDX. The SBOM output of Syft can be used by  Grype  for vulnerability scanning. One way to publish the generated SBOM along with the image is to add it as an attestation using  Cosign . This allows consumers of the image to verify the SBOM and to use it for further analysis."
Tactical forking,https://www.thoughtworks.com/radar/techniques/tactical-forking,Mar-22,Trial,Techniques,https://tinyurl.com/2fjsgay9,"Tactical forking  is a technique that can assist with restructuring or migrating from monolithic codebases to microservices. Specifically, this technique offers one possible alternative to the more common approach of fully modularizing the codebase first, which in many circumstances can take a very long time or be very challenging to achieve. With tactical forking a team can create a new fork of the codebase and use that to address and extract one particular concern or area while deleting the unnecessary code. Use of this technique would likely be just one part of a longer-term plan for the overall monolith."
Temporal,https://www.thoughtworks.com/radar/platforms/temporal,Mar-22,Assess,Platforms,https://tinyurl.com/2zdg5kag,"Temporal  is a platform for developing long-running workflows, particularly for microservice architectures. A fork of Uber's previous OSS  Cadence  project, it has an event-sourcing model for long-running workflows so they can survive process/machine crashes. Although we don't recommend using distributed transactions in microservice architectures, if you do need to implement them or long-running  Sagas , you may want to look at Temporal."
Terraform Validator,https://www.thoughtworks.com/radar/tools/terraform-validator,Mar-22,Assess,Tools,https://tinyurl.com/2ggqyjd7,"Organizations that have adopted  infrastructure as code  and self-service infrastructure platforms are looking for ways to give teams a maximum of autonomy while still enforcing good security practices and organizational policies. We've highlighted  tfsec  before and are moving it into the Adopt category in this Radar. For teams working on GCP,  Terraform Validator  could be an option when creating a policy library, a set of constraints that are checked against Terraform configurations."
Testcontainers,https://www.thoughtworks.com/radar/languages-and-frameworks/testcontainers,Mar-22,Adopt,Languages & Frameworks,https://tinyurl.com/2ogz3kkt,"We've had enough experience with  Testcontainers  that we think it's a useful default option for creating a reliable environment for running tests. It's a library, ported to  multiple languages , that Dockerizes common test dependencies "" including various types of databases, queuing technologies, cloud services and UI testing dependencies like web browsers "" with the ability to run custom Dockerfiles when needed. It works well with test frameworks like JUnit, is flexible enough to let users manage the container lifecycle and advanced networking and quickly sets up an integrated test environment. Our teams have consistently found this library of programmable, lightweight and disposable containers to make functional tests more reliable."
tfsec,https://www.thoughtworks.com/radar/tools/tfsec,Mar-22,Adopt,Tools,https://tinyurl.com/2jzl8bxl,"For our projects using  Terraform ,  tfsec  has quickly become a default static analysis tool to detect potential security risks. It's easy to integrate into a CI pipeline and has a growing library of checks against all of the major cloud providers and platforms like Kubernetes. Given its ease of use, we believe tfsec could be a good addition to any Terraform project."
The Composable Architecture,https://www.thoughtworks.com/radar/languages-and-frameworks/the-composable-architecture,Mar-22,Assess,Languages & Frameworks,https://tinyurl.com/2ps4d3fa,"Developing apps for iOS has become more streamlined over time, and  SwiftUI  moving into Adopt is a sign of that. Going beyond the general nature of SwiftUI and other common frameworks,  The Composable Architecture  (TCA) is both a library and an architectural style for building apps. It was designed over the course of a series of videos, and the authors state that they had composition, testing and ergonomics in mind, building on a foundation of ideas from The Elm Architecture and Redux. As expected, the narrow scope and opinionatedness is both a strength and a weakness of TCA. We feel that teams who don't have a lot of expertise in writing iOS apps, which are often teams who may be looking after multiple related codebases with different tech stacks, stand to benefit the most from using an opinionated framework like TCA, and we like the opinions expressed in TCA."
The streaming data warehouse,https://www.thoughtworks.com/radar/techniques/the-streaming-data-warehouse,Mar-22,Assess,Techniques,https://tinyurl.com/2l5qfrbp,"The need to respond quickly to customer insights has driven increasing adoption of event-driven architectures and stream processing. Frameworks such as  Spark ,  Flink  or  Kafka Streams  offer a paradigm where simple event consumers and producers can cooperate in complex networks to deliver real-time insights. But this programming style takes time and effort to master and when implemented as single-point applications, it lacks interoperability. Making stream processing work universally on a large scale can require a significant engineering investment. Now, a new crop of tools is emerging that offers the benefits of stream processing to a wider, established group of developers who are comfortable using SQL to implement analytics. Standardizing on SQL as the universal streaming language lowers the barrier for implementing streaming data applications. Tools like  ksqlDB  and  Materialize  help transform these separate applications into unified platforms. Taken together, a collection of SQL-based streaming applications across an enterprise might constitute a  streaming data warehouse ."
Transitional architecture,https://www.thoughtworks.com/radar/techniques/transitional-architecture,Mar-22,Trial,Techniques,https://tinyurl.com/2kfbz8py,"A  transitional architecture  is a useful practice used when replacing legacy systems. Much like scaffolding might be built, reconfigured and finally removed during construction or renovation of a building, you often need interim architectural steps during legacy displacement. Transitional architectures will be removed or replaced later on, but they're not just throwaway work given the important role they play in reducing risk and allowing a difficult problem to be broken into smaller steps. Thus they help with avoiding the trap of defaulting to a ""big bang"" legacy replacement approach, because you cannot make smaller interim steps line up with a final architectural vision. Care is needed to make sure the architectural ""scaffolding"" is eventually removed, lest it just become technical debt later on."
Typesense,https://www.thoughtworks.com/radar/tools/typesense,Mar-22,Assess,Tools,https://tinyurl.com/2gwpjujl,"Typesense  is a fast, typo-tolerant text search engine. For use cases with large volumes of data, Elasticsearch might still be a good option as it provides a horizontally scalable disk-based search solution. However, if you're building a latency-sensitive search application with a search index size that can fit in memory, Typesense is a powerful alternative and another option to evaluate alongside tools such as  Meilisearch ."
VerneMQ,https://www.thoughtworks.com/radar/platforms/vernemq,Mar-22,Trial,Platforms,https://tinyurl.com/2msdccdu,"VerneMQ  is an open-source, high-performance, distributed MQTT broker. We've blipped other MQTT brokers in the past like  Mosquitto  and  EMQ . Like EMQ and RabbitMQ, VerneMQ is also based on Erlang/OTP which makes it highly scalable. It scales horizontally and vertically on commodity hardware to support a high number of concurrent publishers and consumers while maintaining low latency and fault tolerance. In our internal benchmarks, we've been able to achieve a few million concurrent connections in a single cluster. While it's not new, we've used it in production for some time now, and it has worked well for us."
Volta,https://www.thoughtworks.com/radar/tools/volta,Mar-22,Trial,Tools,https://tinyurl.com/2ealwdpf,"When working on multiple JavaScript codebases at the same time, it's often necessary to use different versions of Node and other JavaScript tools. On developer machines, these tools are usually installed in the user account or the machine itself, which means a solution is needed to switch between multiple installations. For Node itself there's nvm, but we want to highlight  Volta  as an alternative that we're seeing in use with our teams. Volta has several advantages over using nvm: it can manage other JavaScript tools such as Yarn; it also has the notion of pinning a version of the toolchain on a project basis, which means that developers can simply use the tools in a given code directory without having to worry about manually switching between tool versions "" Volta simply uses shims in the path to select the pinned version. Written in Rust, Volta is fast and ships as a single binary without dependencies."
Vowpal Wabbit,https://www.thoughtworks.com/radar/languages-and-frameworks/vowpal-wabbit,Mar-22,Trial,Languages & Frameworks,https://tinyurl.com/2lygj66t,"Vowpal Wabbit  is a general-purpose machine-learning library. Originally created at Yahoo! Research over a decade ago, Vowpal Wabbit continues to implement new algorithms in reinforcement learning. We want to highlight  Vowpal Wabbit 9.0 , a major release after six years, and encourage you to plan the  migration  as it has several usability improvements, new reductions and bug fixes."
Web Test Runner,https://www.thoughtworks.com/radar/tools/web-test-runner,Mar-22,Trial,Tools,https://tinyurl.com/2l5x5al4,"Web Test Runner  is a package within the  Modern Web  project, which provides several high-quality tools for modern web development with support for web standards like ES Modules. Web Test Runner is a test runner for web applications. One of its advantages compared to existing test runners is that it runs tests in the browser (which could be headless). It supports multiple browser launchers "" including  Puppeteer ,  Playwright , and Selenium "" and uses Mocha by default for the test framework. The tests run pretty fast, and we like that we can open a browser window with devtools when debugging. Web Test Runner internally uses  Web Dev Server  which allows us to leverage its great plugin API for adding customized plugins for our test suite. Modern Web tools look like a very promising developer toolchain, and we're already using it in a few projects."
WebAssembly,https://www.thoughtworks.com/radar/languages-and-frameworks/webassembly,Mar-22,Assess,Languages & Frameworks,https://tinyurl.com/2r2pk6lt,"WebAssembly  (WASM) is the W3C standard that provides capabilities of executing code in the browser. Supported by all major browsers and backward compatible, it's a binary compilation format designed to run in the browser at near native speeds. It opens up the range of languages you can use to write front-end functionality, with early focus on C, C++ and Rust, and it's also an  LLVM compilation  target. When run in the sandbox, it can interact with JavaScript and shares the same permissions and security model. Portability and security are key capabilities that will enable most platforms, including mobile and IoT."
Zig,https://www.thoughtworks.com/radar/languages-and-frameworks/zig,Mar-22,Assess,Languages & Frameworks,https://tinyurl.com/2pab7h3p,"Zig  is a new language that shares many attributes with C but with stronger typing, easier memory allocation, support for namespacing and a host of other features. Its syntax, however, is reminiscent of JavaScript rather than C, which some may hold against it. Zig's aim is to provide a very simple language with straightforward compilation that minimizes side-effects and delivers predictable, easy-to-trace execution. Zig also provides simplified access to LLVM's  cross-compilation capability . Some of our developers have found this feature so viable, they're using Zig as a cross-compiler even though they aren't writing Zig code. Zig is a novel language and worth looking into for applications where C is being considered or already in use as well as for low-level systems applications that require explicit memory manipulation."
